Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
1 UNIT WHEELED STRETCHER,"PHP65,000",2020-05-28,2020-05-28,../Data/Files/Pr/159471662512502483775f0d71d1c91ae_B4-20-11 (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/159471662615349505775f0d71d219d31_B4-20-11 (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
Thermogun,"PHP9,381",2020-04-27,2020-04-29,../Data/Files/Pr/159477673413132142255f0e5c9e875f5_APR-DBM-PS M-54-20.Pdf,2020-04-29,../Data/Files/Pr/15947767345911506505f0e5c9ec8cde_SAPP-Covid-19-Response-Items.Pdf,3,DENR Regional Office No. 1
Surgical Mask,"PHP39,018.6",2020-04-27,2020-04-29,../Data/Files/Pr/159477673510472131475f0e5c9f593d3_APR-DBM-PS M-54-20.Pdf,2020-04-29,../Data/Files/Pr/15947767359545584125f0e5c9fbc360_SAPP-Covid-19-Response-Items.Pdf,"1,636.00",DENR Regional Office No. 1
Surgical Mask,"PHP18,000",2020-06-17,2020-06-29,../Data/Files/Pr/15947767352750506925f0e5c9feb79a_APR-DBM-PS.Pdf,2020-06-29,../Data/Files/Pr/15947767368645943625f0e5ca02586c_SAPP-Legal Division.Pdf,600,DENR Regional Office No. 1
PROCUREMENT OF 7 UNIT IUD INSERTION SET,"PHP175,000",2020-06-08,2020-06-09,../Data/Files/Pr/159477969318790584365f0e682d3e1ec_B4-20-64 RECANVASS (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/15947796937523939845f0e682d79833_B4-20-64 RECANVASS (EMERGENCY CASE).Pdf,7,Department Of Health Central Visayas Center For Health Development
"1 Lot Supply And Delivery Of Food Packs For BSP Skeletal Force (Inclusive Of Breakfast, Snacks, Lunch And Dinner)","PHP218,255.9",2020-04-20,2020-05-19,../Data/Files/Pr/159479075517613012775f0e936328230_Purchase Requisition.Pdf,2020-04-20,../Data/Files/Pr/159479075521100372865f0e93633cfa5_APoP .Pdf,1,Bangko Sentral Ng Pilipinas
Purchase Of Goods And Office Supplies For Farm Producivity Assistance,"PHP1,105,355",2020-06-18,2020-06-30,../Data/Files/Pr/159480066120921775285f0eba15c40d7_RESOTOR GB.Jpg,2020-06-18,"../Data/Files/Pr/159480066214670485505f0eba1604a19_NOA,.GB.Jpg",996,DEPARTMENT OF AGRARIAN REFORM BATANGAS
PURCHASE OF GOODS AND OTHER OFFICE SUPPLIES FOR ARBS UNDER THE PROJECT ARBOLD,"PHP339,500",2020-05-18,2020-05-31,../Data/Files/Pr/159480066221351115895f0eba163012a_RESOtor.Lucban.Jpg,2020-05-20,../Data/Files/Pr/159480066216497962445f0eba165f2c7_NTP'LUCBAN.Jpg,635,DEPARTMENT OF AGRARIAN REFORM BATANGAS
1 UNIT MAYO TABLE AND TRAY,"PHP140,000",2020-06-08,2020-06-09,../Data/Files/Pr/15948067315232623255f0ed1cbd7252_B4-20-122 EMERGENCY CASE.Pdf,2020-06-23,../Data/Files/Pr/159480673213226207665f0ed1cc1fb3c_B4-20-122 EMERGENCY CASE.Pdf,4,Department Of Health Central Visayas Center For Health Development
Lease Of Motor Vehicle Of OAMSS-ICTD Personnel From 25 May To 6 June 2020,"PHP136,056.31",2020-05-25,2020-06-06,../Data/Files/Pr/15948120388960844575f0ee6869d94c_TOR Of Lease Of Motor Vehicles For Transportation Of OAMSS-ICTD Personnel.Pdf,2020-05-25,../Data/Files/Pr/15948120388471981905f0ee686c3646_DLCL Transport PlatinumMembership (1).Pdf,1,Department Of Foreign Affairs
Lease Of Motor Vehicle For Transportation Of OCA Personnel From 1-5 June 2020,"PHP212,500",2020-06-01,2020-06-05,../Data/Files/Pr/15948120385914131885f0ee686ed2c1_TOR - OCA Rent-Motor Vehicles 01-05 June 2020.Pdf,2020-06-01,"../Data/Files/Pr/159481203916229333015f0ee68712dcb_Mayor's Permit 2020 - Baliwag Transit, Inc..Pdf",5,Department Of Foreign Affairs
Emergency Procurement For The Provision Of Shuttle Service For DFA Personnel,"PHP430,596",2020-06-01,2020-06-11,../Data/Files/Pr/15948120396330842725f0ee68739e05_TECHNICAL SPECIFICATIONS Lease Of Motor Vehicles 1-11 June.Pdf,2020-06-01,../Data/Files/Pr/15948120394158460675f0ee68754655_DLCL Transport PlatinumMembership (1).Pdf,6,Department Of Foreign Affairs
Lease Of Motor Vehicle For Transportation Of OCA Personnel From 8-11 June 2020,"PHP152,000",2020-06-08,2020-06-11,../Data/Files/Pr/159481203913958249265f0ee6877fcfa_TOR - OCA Rent-Motor Vehicles 08-11 June 2020.Pdf,2020-06-08,"../Data/Files/Pr/159481203913082967265f0ee6879d578_Mayor's Permit 2020 - Baliwag Transit, Inc..Pdf",4,Department Of Foreign Affairs
Lease Of Motor Vehicle For DFA Personnel For 8 Working Days,"PHP88,000",2020-06-15,2020-06-25,../Data/Files/Pr/159481203918115551465f0ee687c58e1_TOR Baliwag Transit.Pdf,2020-06-15,../Data/Files/Pr/159481203920063262465f0ee687eb52f_Baliwag Transit-Business Permit.Jpg,1,Department Of Foreign Affairs
Lease Of Motor Vehicle For OCA Personel For 10 Working Days,"PHP315,000",2020-06-15,2020-06-26,../Data/Files/Pr/159481318920630910995f0eeb0513822_TOR OCA Rent-Motor Vehicles 15-26 June 2020.Pdf,2020-06-15,"../Data/Files/Pr/159481318921296937925f0eeb052d7e7_Mayor's Permit 2020 - Baliwag Transit, Inc..Pdf",3,Department Of Foreign Affairs
Lease Of Motor Vehicle For OCA Personel For 15 Working Days,"PHP540,000",2020-06-29,2020-07-17,../Data/Files/Pr/159481318917882319805f0eeb05678c8_TOR OCA Rent-Motor Vehicles 29 June - 17 July 2020.Pdf,2020-06-29,"../Data/Files/Pr/159481318914430634785f0eeb058e4ce_Mayor Permit, ITR And OSS.Pdf",4,Department Of Foreign Affairs
Lease Of Laptops,"PHP250,000",2020-07-01,2020-12-31,../Data/Files/Pr/159481318914009101875f0eeb05bafad_Terms Of Reference For Lease Of 3 Laptops For GAD Sec.Pdf,2020-07-01,../Data/Files/Pr/159481319016189410735f0eeb0648d57_PHILGEPSCertificate_NEW_Valid2021.Pdf,3,Department Of Foreign Affairs
PROCUREMENT OF 20 UNIT MULTI PARAMETER PATIENT MONITOR,"PHP4,000,000",2020-06-10,2020-06-11,../Data/Files/Pr/15948591685381786805f0f9ea0b1b71_B4-20-123 (EMERGENCY).Pdf,2020-06-23,../Data/Files/Pr/15948591691755403645f0f9ea11ca5f_B4-20-123 (EMERGENCY).Pdf,20,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 1 UNIT OXYGEN THERAPY SET,"PHP32,000",2020-06-03,2020-06-04,../Data/Files/Pr/159486057315981151345f0fa41da67e0_B4-20-56 (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/159486057312894699845f0fa41ddeff0_B4-20-56 (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
"Ephedrine Sulfate 50mg/Ml, 1ml Ampule","PHP30,195",2020-05-20,2020-07-20,../Data/Files/Pr/159486098810820503655f0fa5bc27dc8_PR# 2020-05-0827.PDF,2020-06-30,../Data/Files/Pr/1594860988287009255f0fa5bc515bb_Request Letter.PDF,300,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
SARS-COV-2 IgM,"PHP4,800,000",2020-06-03,2020-07-03,../Data/Files/Pr/15948609884333793375f0fa5bc7a9af_PR# 2020-06-0988.PDF,2020-06-15,../Data/Files/Pr/15948609884319264585f0fa5bca6a2f_Request Letter - SARS-COV-19 (IgG And IgM) Serologic Test Kit.PDF,100,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
SARS-COV-2 IgG,"PHP4,800,000",2020-06-03,2020-07-03,../Data/Files/Pr/15948609883560001945f0fa5bcdb39b_PR# 2020-06-0988.PDF,2020-06-15,../Data/Files/Pr/15948609898622060715f0fa5bd1dcad_Request Letter - SARS-COV-19 (IgG And IgM) Serologic Test Kit.PDF,100,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
PROCUREMENT OF 1 UNIT BLOOD BANK REFRIGERATOR 32 BAGS,"PHP395,000",2020-06-03,2020-06-04,../Data/Files/Pr/15948615181176733885f0fa7ce8605e_B4-20-32 RE-CANVASS (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/159486151817980470835f0fa7cee8118_B4-20-32 RE-CANVASS (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
Procurement Of Face Mask,"PHP200,000",2020-06-09,2020-06-23,../Data/Files/Pr/159486245116085805145f0fab735c368_005.Jpg,2020-06-09,../Data/Files/Pr/15948624519264495595f0fab73788d6_combinepdf.Pdf,"8,000.00",Bicol State College Of Applied Sciences And Technology
Procurement Of Various Items,"PHP290,000",2020-06-19,2020-06-19,../Data/Files/Pr/159486434712532555235f0fb2dba521b_tech.Pdf,2020-06-22,../Data/Files/Pr/159486434710145119505f0fb2dbde011_CCE07162020 Relevant.Pdf,220,LGU POLANCO
Various Food Items,"PHP11,433.25",2020-04-01,2020-04-13,../Data/Files/Pr/15948645326396421595f0fb394af5db_PR Food.Pdf,2020-04-03,../Data/Files/Pr/159486453212414559195f0fb394dea75_Abstract.Pdf,1,DOH- Malinao Treatment And Rehabilitation Center
Other Supplies,"PHP10,800",2020-04-01,2020-04-01,../Data/Files/Pr/15948645339443907575f0fb39529d58_PR OS.Pdf,2020-04-01,../Data/Files/Pr/159486453320013315795f0fb39559f11_Abstract OS.Pdf,1,DOH- Malinao Treatment And Rehabilitation Center
Fabrication Of Mask,"PHP15,000",2020-04-01,2020-04-07,../Data/Files/Pr/15948645339300240025f0fb3958088c_JR Face Mask.Pdf,2020-04-07,../Data/Files/Pr/159486453311345813545f0fb395aaadd_Abstract Face Mask.Pdf,400,DOH- Malinao Treatment And Rehabilitation Center
Medical Supplies,"PHP15,000",2020-04-01,2020-04-03,../Data/Files/Pr/159486453414450705725f0fb39660f10_PR MS.Pdf,2020-04-03,../Data/Files/Pr/15948645341964175815f0fb39680ad6_Abstract MS.Pdf,11,DOH- Malinao Treatment And Rehabilitation Center
Drugs And Medicines,"PHP9,030",2020-04-01,2020-04-03,../Data/Files/Pr/15948645348845717335f0fb396adb0c_PR DM.Pdf,2020-04-07,../Data/Files/Pr/15948645343504766215f0fb396cb68e_Abstract DM.Pdf,195,DOH- Malinao Treatment And Rehabilitation Center
Snacks For Residents,"PHP41,585.5",2020-04-01,2020-04-13,../Data/Files/Pr/159486453411759432865f0fb396ede28_Food PR.Pdf,2020-04-01,../Data/Files/Pr/15948645355573425f0fb3972a089_Food Abstract.Pdf,1,DOH- Malinao Treatment And Rehabilitation Center
Purchase Of Folding Beds With Foam (For Evacuation Center),"PHP70,000",2020-06-01,2020-06-08,../Data/Files/Pr/159486606321276998865f0fb98f0af7f_148.Pdf,2020-06-01,../Data/Files/Pr/15948660633540804325f0fb98f3be5f_148.Pdf,20,LGU Perez Quezon
Supply And Delivery Of 6 Containers ALCOHOL (18-Ltr. Container) And 10 Boxes Surgical Mask,"PHP23,500",2020-05-28,2020-05-28,../Data/Files/Pr/15948692858903609595f0fc6257078c_Receipt - On-Line Trading.Pdf,2020-05-28,../Data/Files/Pr/159486928516294531615f0fc6258d206_Authority & Proof Of Purchase - On-Line Trading.Pdf,"23,500.00",BANGKO SENTRAL NG PILIPINAS - DUMAGUETE BRANCH
Supply And Delivery Of 14 Bottles Zonrox Bleach For Sanitizing Mixture,PHP945,2020-05-05,2020-05-05,../Data/Files/Pr/15948696181229616175f0fc772bd591_Budget - Zonrox.Pdf,2020-05-05,../Data/Files/Pr/15948696185590387945f0fc772de70a_Authority & Proof Of Purchase - Cang's Inc.Pdf,945,BANGKO SENTRAL NG PILIPINAS - DUMAGUETE BRANCH
PURCHASE OF ASSORTED GOODS FOR DISTRIBUTION TO NON-SAP BENEFICIARIES,"PHP205,255",2020-04-17,2020-04-28,../Data/Files/Pr/15948724284859985595f0fd26ce7512_img013.Pdf,2020-04-28,../Data/Files/Pr/159487242917981886815f0fd26d27bca_PO JTC SUPERSTORE.Pdf,"3,240.00","LGU-LUBA, ABRA"
PROCUREMENT OF 204 SACKS OF RICE,"PHP408,000",2020-04-15,2020-04-28,../Data/Files/Pr/15948732339317579125f0fd59123e53_img013.Pdf,2020-04-28,../Data/Files/Pr/15948732333161654285f0fd59155b0a_PO 204 SACKS OF RICE BGCM.Pdf,204,"LGU-LUBA, ABRA"
PROCUREMENT OF 120 SACKS OF RICE,"PHP240,000",2020-04-15,2020-04-28,../Data/Files/Pr/15948737665362367075f0fd7a6d3aed_img013.Pdf,2020-04-28,../Data/Files/Pr/15948737677310427145f0fd7a711af3_PO 120 SACKS OF RICE.Pdf,120,"LGU-LUBA, ABRA"
PROCUREMENT OF ASSORTED GOODS FOR DISTRIBUTION TO NON-SAP BENEFICIARIES,"PHP316,788",2020-04-20,2020-05-04,../Data/Files/Pr/15948748689601559655f0fdbf486d85_img013.Pdf,2020-05-04,../Data/Files/Pr/15948748687009390395f0fdbf4b54a4_PO ADTEMPCO ADDITIONAL GOODS.Pdf,"3,240.00","LGU-LUBA, ABRA"
PROCUREMENT OF FOODS FOR LSIs,"PHP126,000",2020-06-01,2020-06-14,../Data/Files/Pr/159487599520673462075f0fe05bac064_img013.Pdf,2020-06-14,../Data/Files/Pr/15948759956439680365f0fe05bd73cc_PO PROCUREMENT OF FOODS FOR LSIs.Pdf,490,"LGU-LUBA, ABRA"
PROCUREMENT OF ASSORTED GOODS FOR DISTRIBUTION PER HOUSEHOLD,"PHP1,380,000",2020-06-01,2020-06-15,../Data/Files/Pr/159487676620124207575f0fe35e1eb33_img013.Pdf,2020-06-15,../Data/Files/Pr/159487676613820572815f0fe35e78a7c_PROCUREMENT OF ASSORTED GOODS FOR DISTRIBUTION PER HH NOA.Pdf,"1,580.00","LGU-LUBA, ABRA"
Procurement Of Medical Supplies,"PHP83,450",2020-06-18,2020-06-22,../Data/Files/Pr/15948777325678064915f0fe724bc213_pr.Pdf,2020-06-22,../Data/Files/Pr/159487773211331478885f0fe724d7110_proj.Requirements.Pdf,1,LGU-Remedios T. Romualdez
Emergency Procurement Of Various Medical Supplies And Personal Protective Equipment Of DFA CO Lipa Personnel,"PHP78,443",2020-06-17,2020-06-30,../Data/Files/Pr/159487860110052510995f0fea8940184_PO For Emergency Procurement Of Medical Supplies And PPE.Pdf,2020-06-30,../Data/Files/Pr/159487860119094168355f0fea896ffb1_MAYOR'S PERMIT JM VILLARUZ MEDICAL SUPPLIES .Pdf,185,Department Of Foreign Affairs
Emergency Procurement Of 80 Pieces Of Face Shield And 162 Bottles Of Isopropyl Alcohol Of DFA CO Dumaguete Personnel,"PHP18,500",2020-07-13,2020-08-13,../Data/Files/Pr/15948786019833116435f0fea899bc2e_PO - CO DUMAGUETE - PO NO. 2020-07-001.Pdf,2020-08-13,../Data/Files/Pr/159487860112769351875f0fea89c9875_Renewal Receipt And Mayor's Permit 2019 - OFFICEMATE ENTERPRISES..Pdf,242,Department Of Foreign Affairs
Procurement Of Vitamin C (Ascorbic Acid),"PHP50,700",2020-06-17,2020-06-19,../Data/Files/Pr/15948811856192750855f0ff4a13c7ee_PR.Pdf,2020-06-17,../Data/Files/Pr/15948811855980218465f0ff4a158f20_proj.Requirements.Pdf,1,LGU-Remedios T. Romualdez
"Procurement Of Medicines, Medical Supplies,Disinfectants,Medical Equipment, PPEs And Apid Test Kits","PHP1,688,543",2020-05-18,2020-06-19,../Data/Files/Pr/159488191912658038045f0ff77f108c5_img007.Pdf,2020-06-18,../Data/Files/Pr/15948819195029342675f0ff77f49a8a_img008.Pdf,"2,243.00","Local Government Unit-Dinapigue, Isabela"
Procurement Of Supplies And Materials To Be Used For The Prevention And Control On COVID 19,"PHP401,312.5",2020-04-03,2020-04-10,../Data/Files/Pr/1594882087932472495f0ff827a56aa_PRO-2020-03-1-0428-20200716.Pdf,2020-07-14,../Data/Files/Pr/15948820874325722055f0ff827bc804_Certificate Of Availability Of Funds.Jpg,"1,592.00",Batangas State University
Foods For Affected Individuals During Quarantine,"PHP661,500",2020-05-18,2020-09-30,../Data/Files/Pr/15948824536098516085f0ff995dd191_img009.Pdf,2020-09-30,../Data/Files/Pr/15948824544677221625f0ff99616b12_img010.Pdf,"8,820.00","Local Government Unit-Dinapigue, Isabela"
Procurement Of Surgical Mask,"PHP24,724",2020-06-24,2020-07-24,../Data/Files/Pr/159488488612634554605f1003165d8a2_Tech Specs 883 Mask.Pdf,2020-07-08,../Data/Files/Pr/159488488617331213665f1003167c84a_Tech Specs 883 Mask.Pdf,883,PhilHealth Regional OfficeIVA
EQUIPMENT (MEDICAL/NON MEDICAL),"PHP34,318,500",2020-05-15,2020-06-15,../Data/Files/Pr/159488508318167401885f1003db681f4_Scan2020-07-16_145431(1).Pdf,2020-07-16,../Data/Files/Pr/15948850839577135145f1003dbe6772_Scan2020-07-16_145431(1).Pdf,"34,318,500.00",BAC-SEC SARANGANI
Procurement Of Surgical Masks,"PHP14,300",2020-06-24,2020-07-24,../Data/Files/Pr/159488525521377441205f100487aecd5_Tech Specs 510 Mask.Pdf,2020-07-08,../Data/Files/Pr/159488525538080635f100487d1a8c_Tech Specs 510 Mask.Pdf,510,PhilHealth Regional OfficeIVA
Procurement Of Alcohol,"PHP45,760",2020-07-10,2020-07-10,../Data/Files/Pr/159488525511307467635f100487f044a_Tech Specs Alcohol.Pdf,2020-07-10,../Data/Files/Pr/159488525613543266325f1004881afcb_Tech Specs Alcohol.Pdf,80,PhilHealth Regional OfficeIVA
"PROCUREMENT OF 249 PCS. CYROGENIC BOXES 2ML,149 PCS. CYROGENIC VIALS,11 PACK MICROCENTRIFUGE TUBE WITH CAP AND 8 PACK PCR TUBES AND CAPS","PHP668,400",2020-06-19,2020-06-19,../Data/Files/Pr/159488569213943136805f10063c30246_B1-20-64 (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/159488569212327769105f10063c69387_B1-20-64 (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
"PROCUREMENT OF 300 CPS. GOGGLE PROTECTIVE GLASSES,300 PAIR SURGICAL GLOVES,300 PCS. DISPOSABLE LABORATRORY GOWN,300 PCS. SURGICAL MASK,300 PCS. SURGICAL CAP","PHP101,550",2020-03-27,2020-03-27,../Data/Files/Pr/159488686110536466725f100acd33153_B1-20-41 (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/159488686110369968245f100acd5ed1b_B1-20-41 (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 1 UNIT SPINE BOARD WITH STRAPS,"PHP18,000",2020-05-28,2020-05-28,../Data/Files/Pr/15948871872511995385f100c13d228b_B4-20-60 (EMERGENCY).Pdf,2020-07-23,../Data/Files/Pr/159488718816260732895f100c140709e_B4-20-60 (EMERGENCY).Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 6 UNIT BP MONITORING KIT (BP APPARATUS DIGITAL DESK TYPE AND STETHOSCOPE),"PHP150,000",2020-06-03,2020-06-03,../Data/Files/Pr/159488747314107753925f100d31af945_B4-20-35 (EMERGENCY CASE).Pdf,2020-07-23,../Data/Files/Pr/159488747314901094505f100d31eb277_B4-20-35 (EMERGENCY CASE).Pdf,6,Department Of Health Central Visayas Center For Health Development
1 UNIT ECG MACHINE WITH ANALYZER,"PHP100,000",2020-05-26,2020-05-27,../Data/Files/Pr/159488776119645767255f100e51b6bf7_B4-20-42 (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/15948877621840832475f100e521a655_B4-20-42 (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 1 UNIT PORTABLE MOBILE X-RAY 300MA,"PHP2,000,000",2020-06-08,2020-06-09,../Data/Files/Pr/15948880373165979745f100f65369d1_B4-20-19 RECANVASS (EMERGENCY).Pdf,2020-07-08,../Data/Files/Pr/15948880372488110425f100f6591ae8_B4-20-19 RECANVASS (EMERGENCY).Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 4 UNIT DEFIBRILLATOR (WITH CARDIAC MONITOR AND /OR PACEMAKER FUNCTION,"PHP2,000,000",2020-05-28,2020-05-29,../Data/Files/Pr/159488826318485059285f101047985a4_B4-20-18 (EMERGENCY CASE).Pdf,2020-07-08,../Data/Files/Pr/159488826313439259235f101047e02d7_B4-20-18 (EMERGENCY CASE).Pdf,4,Department Of Health Central Visayas Center For Health Development
1 UNIT MAYO TABLE AND TRAY,"PHP36,000",2020-06-09,2020-06-10,../Data/Files/Pr/15948885352276489985f1011575dea6_B4-20-52 2ND RE-CANVASS (EMERGENCY CASE).Pdf,2020-07-08,../Data/Files/Pr/159488853519151623325f10115799e1c_B4-20-52 2ND RE-CANVASS (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 32 UNIT FETAL DOPPLER,"PHP960,000",2020-05-26,2020-05-27,../Data/Files/Pr/15948888805154180245f1012b0e90ad_B4-20-46 (EMERGENCY CASE).Pdf,2020-07-08,../Data/Files/Pr/159488888117796720255f1012b150365_B4-20-46 (EMERGENCY CASE).Pdf,32,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 20 UNIT MULTI PARAMETER PATIENT MONITOR,"PHP4,000,000",2020-06-10,2020-06-11,../Data/Files/Pr/15948891277037595075f1013a7badeb_B4-20-123 (EMERGENCY).Pdf,2020-07-08,../Data/Files/Pr/15948891285424664945f1013a824e0e_B4-20-123 (EMERGENCY).Pdf,20,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 1 UNIT MAYO TABLE AND TRAY,"PHP140,000",2020-06-09,2020-06-10,../Data/Files/Pr/159488934110899418275f10147d8b95f_B4-20-122 EMERGENCY CASE.Pdf,2020-07-23,../Data/Files/Pr/159488934116600071265f10147db6b6b_B4-20-122 EMERGENCY CASE.Pdf,4,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 2 UNIT PORTABLE MOBILE X-RAY 300 MA,"PHP4,000,000",2020-06-08,2020-06-09,../Data/Files/Pr/159488962417138237045f101598906c7_B4-20-58 RECANVASS (EMERGENCY).Pdf,2020-07-08,../Data/Files/Pr/15948896245880895075f101598e9ec0_B4-20-58 RECANVASS (EMERGENCY).Pdf,2,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 1 UNIT BP APPARATUS NON-MERCURIAL W / ADULT AND PEDIA CUFF DESK TYPE,"PHP15,000",2020-05-27,2020-05-28,../Data/Files/Pr/15948919214104080175f101e911f44f_B4-20-34 (EMERGENCY CASE).Pdf,2020-06-11,../Data/Files/Pr/159489192118318893575f101e9156d4d_B4-20-34 (EMERGENCY CASE).Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 3 UNIT BP MONITORING KIT(BP APPARATUS DESK TYPE AND STETHOSCOPE),"PHP66,000",2020-05-28,2020-05-29,../Data/Files/Pr/159489192118593702235f101e91925ae_B4-20-03 (EMERGENCY CASE).Pdf,2020-07-08,../Data/Files/Pr/1594891921757938815f101e91d02d9_B4-20-03 (EMERGENCY CASE).Pdf,3,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 116 BOX RESPIRATORS (N95) SMALL AND 250 BOX RESPIRATORS (N95) REGULAR,"PHP1,098,000",2020-06-09,2020-06-10,../Data/Files/Pr/159489192220619917885f101e9239087_B1-20-58 2ND RECANVASS (EMERGENCY).Pdf,2020-06-24,../Data/Files/Pr/159489192214801563695f101e928dcd7_B1-20-58 2ND RECANVASS (EMERGENCY).Pdf,1,Department Of Health Central Visayas Center For Health Development
"PROCUREMENT OF 200 PACK TRASH BAG,50/PACK,200 PACK TRASH BAG, 100/PACK,25 PC LABORATORY GOWN,178 BOX RESPIRATORS (N95) SMALL,178 BOX RESPIRATORS (N95) (REGULAR)","PHP1,199,300",2020-06-09,2020-06-10,../Data/Files/Pr/15948919226731884385f101e92df935_B1-20-54 3RD RECANVASS (EMERGENCY).Pdf,2020-06-25,../Data/Files/Pr/159489192318604241525f101e931a3c9_B1-20-54 3RD RECANVASS (EMERGENCY).Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 4000 PCS. PROTECTIVE MASK (N95 RESPIRATOR),"PHP5,215,600",2020-06-11,2020-06-12,../Data/Files/Pr/159489192311381375225f101e9345ed4_B1-20-63.Pdf,2020-07-11,../Data/Files/Pr/15948919265007468495f101e96c5335_B1-20-63.Pdf,"4,000.00",Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 2888 SURGICAL GLOVES,"PHP5,215,600",2020-06-11,2020-06-12,../Data/Files/Pr/159489302417057036235f1022e09e31b_B1-20-63.Pdf,2020-07-12,../Data/Files/Pr/159489302417896248895f1022e0cb859_B1-20-63.Pdf,"2,888.00",Department Of Health Central Visayas Center For Health Development
"PROCUREMENT OF 70 SET HOUSEHOLD GLOVES , 10 PIECE UTILITY PAIL , 50 PIECE MOP , 50 PIECE BAR SOAP , 15 BOTTLE DISINFECTING BLEACH , 300 PIECE PATIENT IDENTIFICATION AND YELLOW GARBAGE BAGS","PHP63,680",2020-04-14,2020-04-15,../Data/Files/Pr/15948930251256312445f1022e11142e_B9-20-09 AND 12.Pdf,2020-04-17,../Data/Files/Pr/159489302520932092795f1022e139ea6_B9-20-09 AND 12.Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 2000 ACOHOL 70% ETHYL AND 11000 PCS. SURGICAL MASK,"PHP5,215,600",2020-06-11,2020-06-12,../Data/Files/Pr/15948930255592337095f1022e16a3ea_B1-20-63.Pdf,2020-06-17,../Data/Files/Pr/15948930254520957555f1022e1964e5_B1-20-63.Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 3 UNIT BP MONITORING KIT (BP APPARATUS STAND TYPE AND STETHOSCOPE),"PHP75,000",2020-05-28,2020-05-29,../Data/Files/Pr/159489302510372386705f1022e1c570a_B4-20-04 (EMERGENCY CASE).Pdf,2020-06-12,../Data/Files/Pr/15948930265218000375f1022e21649b_B4-20-04 (EMERGENCY CASE).Pdf,3,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 6 UNIT BP MONITORING KIT (BP APPARATUS DIGITAL DESK TYPE AND STETHOSCOPE),"PHP150,000",2020-06-03,2020-06-04,../Data/Files/Pr/159489468817478469105f10296084c73_B4-20-35 (EMERGENCY CASE).Pdf,2020-07-23,../Data/Files/Pr/159489468915222028985f102961140f8_B4-20-35 (EMERGENCY CASE).Pdf,6,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 250 CPS. RESPONSE VEST AND 90 CS. RESPONSE POLO SHIRT,"PHP256,500",2020-06-18,2020-06-19,../Data/Files/Pr/15948951995823900855f102b5f0e8c8_A2-20-15.Pdf,2020-06-24,../Data/Files/Pr/1594895199931701265f102b5f4a521_A2-20-15.Pdf,1,Department Of Health Central Visayas Center For Health Development
PROCUREMENT OF 3 UNIT EENT DIAGNOSTIC SET,"PHP90,000",2020-05-28,2020-05-29,../Data/Files/Pr/159489530919682762685f102bcd4032b_B4-20-99 (EMERGENCY CASE).Pdf,2020-06-15,../Data/Files/Pr/159489530914136532075f102bcd744ec_B4-20-99 (EMERGENCY CASE).Pdf,3,Department Of Health Central Visayas Center For Health Development
