Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
"EXTRACTION KIT, 96 TESTS","48,000.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/15952173101359233525f15159ede6f5_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/15952173113814247365f15159f139e8_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",15,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"COVID 19 NUCLEIC DIAGNOSTIC KIT, 50 TESTS","850,000.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/1595217311822702975f15159f4d160_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731115222603305f15159f77450_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",10,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"THERMO COOLER RACK FOR 2ML TUBE, 24 WELL","18,000.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731112926453625f15159fb167f_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/15952173114341496755f15159fe0b49_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",1,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"FILTERED TIPS DNASE/RNASE FREE, STERILE (10UL), 96TIPS/RACK","10,800.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/15952173128851424355f1515a06ed75_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731215648429805f1515a09b7bc_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",10,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"FILTERED TIPS DNASE/RNASE FREE, STERILE (20UL), 96TIPS/RACK","10,800.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731293016095f1515a0cc293_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/15952173132873220695f1515a103a21_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",10,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"FILTERED TIPS DNASE/RNASE FREE, STERILE (100UL), 96TIPS/RACK","12,000.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731314310204045f1515a1328d1_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731312226205965f1515a15e9e0_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",10,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"FILTERED TIPS DNASE/RNASE FREE, STERILE (200UL), 96TIPS/RACK","12,000.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/15952173136186398225f1515a18d7f9_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731314685452275f1515a1b9acf_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",10,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"FILTERED TIPS DNASE/RNASE FREE, STERILE (1000UL), 96TIPS/RACK","12,000.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731317049944745f1515a1e79bc_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731411621143065f1515a21cb2a_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",10,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"FREEZING CRYO BOX FOR 1.5 TO 2ML TUBES, 81 WELL",450.00,2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731419721024815f1515a24f9c4_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/1595217314456897945f1515a280b21_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",1,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"SELF STANDING CRYO TUBE 2ML, SCREW CAP, STERILE","1,500.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731410663034205f1515a2b44b4_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/15952173142839984335f1515a2e4f7c_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",100,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"MICROCENTRIFUGE TUBE 1.5ML, STERILE","2,500.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731519709648835f1515a324baf_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731511141755255f1515a3556ff_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",500,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"MICROCENTRIFUGE TUBE RACK FOR 1.5ML TUBE, 96 PLACER","1,500.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/15952173154471305235f1515a38cea2_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/15952173156706500655f1515a3d9cc6_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",1,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"MICROCENTRIFUGE TUBE RACK FOR 1.5ML TUBE, 60 PLACER","1,500.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/15952173162137570025f1515a41a5d9_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731611718744035f1515a44debf_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",1,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"0.2ML PCR TUBE 8 STRIPS, TRANSPARENT WITHOUT CAP","9,600.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731611881704885f1515a481a3a_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/15952173163040060145f1515a4acf12_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",125,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
TRANSPARENT CAP FOR 8 STRIPS Q PCR,"6,500.00",2020-07-20,2020-08-28,"gppbgovph.com/data/files/pr/159521731617064856145f1515a4dfa1d_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",2020-08-28,"gppbgovph.com/data/files/pr/159521731721308164055f1515a5134b3_Throat Swab, Nasal Swab, Sample Storage(UTM-VTM).pdf",125,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
PROPOSED CONVERSION OF CHD OFFICE INTO COVID19 TESTING LABORATORY,"4,500,000.00",2020-07-13,2020-08-12,gppbgovph.com/data/files/pr/159522167020711023975f1526a6e86b9_Covid 19 Testing Laboratory TOR.pdf,2020-08-13,gppbgovph.com/data/files/pr/159522167117731469785f1526a7d8bca_Covid 19 Testing Laboratory PR.pdf,1,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"SUPPLY, DELIVPERY, INSTALLATION, TESTING AND COMMISSIONING OF AIR PURIFICATION SYSTEM WITH POSITIVE/NEGATIVE PRESSURE ON COVID-19 TESTING LABORATORY","7,500,000.00",2020-07-20,2020-08-12,gppbgovph.com/data/files/pr/159522199315551698295f1527e91b40d_Possitive - Negative Pressure TOR.pdf,2020-09-05,gppbgovph.com/data/files/pr/15952219938797567825f1527e979030_Possitive - Negative Pressure PR.pdf,3,LAS PIÑAS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
"CALCIUM GLUCONATE 10% SOLUTION, 10ML, INJECTION","45,804.00",2020-06-23,2020-07-23,gppbgovph.com/data/files/pr/159531706118943731965f169b45d1653_PR# 2020-06-1095.pdf,2020-06-29,gppbgovph.com/data/files/pr/159531706212757587385f169b460e818_BAC Res 2020-06-1047.pdF,600,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
"MAGNESIUM SULFATE 250MG/ML, 20ML VIAL","66,000.00",2020-07-23,2020-07-23,gppbgovph.com/data/files/pr/159531706210343778075f169b466ad47_PR# 2020-06-1095.pdf,2020-06-29,gppbgovph.com/data/files/pr/15953170628859465635f169b4699d47_BAC Res 2020-06-1047.pdF,"1,200.00",GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
"POTASSIUM CHLORIDE 2MEQ/ML, INJECTION (IV INFUSIONS)","35,484.00",2020-06-23,2020-07-23,gppbgovph.com/data/files/pr/15953170624905126155f169b46f420c_PR# 2020-06-1095.pdf,2020-06-29,gppbgovph.com/data/files/pr/15953170635576899685f169b474a522_BAC Res 2020-06-1047.pdF,600,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
"IMMUNOGLUBIN NORMAL HUMAN (IGIV) 50MG/ML, 50ML VIAL","700,000.00",2020-06-02,2020-07-02,gppbgovph.com/data/files/pr/159531706316568990305f169b47ab428_PR# 2020-05-0908.pdf,2020-06-05,gppbgovph.com/data/files/pr/15953170648357237465f169b480013d_BAC Res 202-05-0884.pdF,100,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
PURCHASE OF RDT (RAPID DIAGNOSTIC TEST FOR USE AS COVID TESTING OF AMBULANT PEOPLE AND OFW IN THIS MUNICIPALITY,"260,000.00",2020-07-27,2020-07-31,gppbgovph.com/data/files/pr/15954075082389402685f17fc940ae8c_PR_Emergency Purchase Of RDT Kits.jpeg,2020-07-31,gppbgovph.com/data/files/pr/159540750819691774415f17fc944b279_RFQ_RDT Kits.pdf,400,LGU MALALAG
"PURCHASE/DELIVERY OF MATERIALS/SUPPLIES/VITAMINS NEEDED FOR USE IN THE ISOLATION/QUARANTINE FACILITY FOR DPWH RO 8 EMPLOYEES AT SAN JUANICO BRIDGE, MAINTENANCE DIVISION, BRGY. CABALAWAN, TACLOBAN CITY","344,328.00",2020-06-30,2020-07-02,gppbgovph.com/data/files/pr/15955810321843780175f1aa268f0e3d_PO 077.jpeg,2020-06-30,gppbgovph.com/data/files/pr/159558103315935409695f1aa269a2f4c_APP 077.jpeg,1,DPWH REGIONAL OFFICE VIII
PROCUREMENT OF 23 BOX NOODLES,"12,880.00",2020-04-17,2020-04-24,gppbgovph.com/data/files/pr/159590274415005529965f1f8b18b3e71_poklick23noodles.jpg,2020-04-20,gppbgovph.com/data/files/pr/159590274412468145535f1f8b18e191f_poklick23noodles.jpg,23,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF OFFICE SUPPLIES AND COMPUTER INK,"7,833.00",2020-04-23,2020-04-30,gppbgovph.com/data/files/pr/159590348411393340115f1f8dfc85c59_POAYSI.jpg,2020-04-28,gppbgovph.com/data/files/pr/15959034844794585335f1f8dfcc82e0_PRAYSI.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 3 MEALS FOR THE FRONTLINER,"37,410.00",2020-04-20,2020-04-30,gppbgovph.com/data/files/pr/159590555014186180065f1f960ed6138_pofems1st.jpg,2020-04-21,gppbgovph.com/data/files/pr/15959055517001967955f1f960f0c6ce_prfemas1st.jpg,27,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF CONSTRUCTION MATERIALS FOR THE QUARANTINE FACILITIES,"5,202.50",2020-04-30,2020-05-07,gppbgovph.com/data/files/pr/159590660020061925215f1f9a2893ef5_posmart.jpg,2020-05-07,gppbgovph.com/data/files/pr/159590660019866195365f1f9a28c69f1_prsmart.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF CONSTRUCTION MATERIALS FOR THE QUARANTINE FACILITIES,"6,898.48",2020-04-30,2020-05-07,gppbgovph.com/data/files/pr/159591796614726276255f1fc68e17801_povillamayor.jpg,2020-04-30,gppbgovph.com/data/files/pr/159591796616559701095f1fc68e4fe78_prvillamayor.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF MULTI VITAMINS,"25,725.00",2020-04-15,2020-04-21,gppbgovph.com/data/files/pr/15959186453432287185f1fc9358fdb4_povitamins.jpg,2020-04-15,gppbgovph.com/data/files/pr/15959186456802206935f1fc935bff06_P.Rvitamins.jpg,500,"MUNICIPALITY OF PAETE, LAGUNA"
"PROCUREMENT OF 3 MEALS FOR THE FRONTLINER (MAY 1-27, 2020)","106,994.00",2020-04-30,2020-05-27,gppbgovph.com/data/files/pr/159591962920078580405f1fcd0d4ba54_pofemasmay.jpg,2020-05-01,gppbgovph.com/data/files/pr/159591962917445978745f1fcd0d7d276_prfemasmay.jpg,"1,447.00","MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 32 BUNDLE SANDOG BAG,"20,320.00",2020-05-29,2020-06-05,gppbgovph.com/data/files/pr/159592389516011879645f1fddb77643d_POCADANGSANDOBAG.jpg,2020-05-29,gppbgovph.com/data/files/pr/159592389519557737885f1fddb7a8e06_PRSANDOBAGCADANG.jpg,32,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 10 BUNDLES PLASTIC BAG,"7,500.00",2020-05-07,2020-05-13,gppbgovph.com/data/files/pr/159592491712123922565f1fe1b5a1a5d_POSANDOGBAGGOLDFORTUNE.jpg,2020-05-07,gppbgovph.com/data/files/pr/15959249176065194725f1fe1b5d4319_PRSANDOBAGGOLD FORTUNE.jpg,10,"MUNICIPALITY OF PAETE, LAGUNA"
"PROCUREMENT OF MEAT TO BE SERVED FOR FRONTLINER (APRIL 12-20, 2020)","24,000.00",2020-04-07,2020-04-14,gppbgovph.com/data/files/pr/15959256545464491845f1fe4969dd8e_POMEAT.jpg,2020-03-12,gppbgovph.com/data/files/pr/159592565418297767485f1fe496e0e97_PRMEAT.jpg,145,"MUNICIPALITY OF PAETE, LAGUNA"
SARS-COV-2 IGM,"2,375,000.00",2020-06-23,2020-07-23,gppbgovph.com/data/files/pr/159598109915923803695f20bd2bd7e2e_PR# 2020-06-1088.pdf,2020-06-29,gppbgovph.com/data/files/pr/159598110017551408465f20bd2c19dc4_Request Letter.pdF,50,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
SARS-COV-2 IGG,"2,375,000.00",2020-06-23,2020-07-23,gppbgovph.com/data/files/pr/15959811008476807055f20bd2c48bcc_PR# 2020-06-1088.pdf,2020-06-29,gppbgovph.com/data/files/pr/159598110013811882665f20bd2c7a3b5_Request Letter.pdF,50,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
PROCUREMENT OF ELECTRONIC EQUIPMENT,"142,005.00",2020-06-23,2020-06-23,gppbgovph.com/data/files/pr/159607317118325811165f2224d3ed779_CCE07282020 Tech.pdf,2020-06-24,gppbgovph.com/data/files/pr/159607317210775591705f2224d42783c_CCE07282020 Rele.pdf,51,LGU POLANCO
SUPPLY AND DELIVERY OF HALF FACEPIECE REUSABLE RESPIRATORS,"1,280,400.00",2020-06-23,2020-06-23,gppbgovph.com/data/files/pr/1596077451912618135f22358b47557_20-05-071-A NP-Emergency Bayanihan.doc,2020-07-14,gppbgovph.com/data/files/pr/159607745120386167005f22358b7125b_20-05-071-A NP-Emergency Bayanihan.doc,582,TALISAY DISTRICT HOSPITAL
"PROJECT REQUIREMENTS UNDER EMERGENCY PROCUREMENT, RA 11469","74,757,729.77",2020-03-17,2020-06-23,gppbgovph.com/data/files/pr/15960890473219045725f2262d713a58_PROJECT REQUIREMENTS UNDER BAYANIHAN ACT.pdf,2020-06-23,"gppbgovph.com/data/files/pr/159608904711129941045f2262d76aafb_APP RE_ EMERGENCY PROCUREMENT THRU BAYANIHAN ACT, R.A. 11469.pdf",1,UNIVERSITY OF THE PHILIPPINES LOS BAÑOS
INFECTIOUS CADAVER BAGS FOR ADULT,"95,000.00",2020-05-26,2020-05-26,gppbgovph.com/data/files/pr/159616424917885515565f23889929ad9_20-05-055 NP-Emergency Bayanihan.doc,2020-06-05,gppbgovph.com/data/files/pr/159616424914893398475f23889966b33_20-05-055 NP-Emergency Bayanihan.doc,100,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF N95 FACE MASK,"100,000.00",2020-04-03,2020-04-06,gppbgovph.com/data/files/pr/159617004313446053525f239f3b5c68d_20-04-028 NP-Emergency.doc,2020-04-24,gppbgovph.com/data/files/pr/15961700436412659145f239f3b86aee_20-04-028 NP-Emergency.doc,100,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF KN95 FACE MASK,"135,000.00",2020-04-30,2020-04-30,gppbgovph.com/data/files/pr/159617004318181232045f239f3ba5523_20-04-043 NP-Emergency Bayanihan.doc,2020-05-21,gppbgovph.com/data/files/pr/159617004313245698085f239f3bc4d1a_20-04-043 NP-Emergency Bayanihan.doc,"1,000.00",TALISAY DISTRICT HOSPITAL
"SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF VIDEO LARYNGOSCOPE SET","2,000,000.00",2020-04-29,2020-04-29,gppbgovph.com/data/files/pr/15961700443800113275f239f3c102b0_20-04-040 C-MAC NP-Emergency Bayanihan.doc,2020-05-19,gppbgovph.com/data/files/pr/15961700443071425455f239f3c3205f_20-04-040 C-MAC NP-Emergency Bayanihan.doc,1,TALISAY DISTRICT HOSPITAL
"SUPPLY, DELIVERY OF DISPOSABLE GOWNS","620,000.00",2020-03-26,2020-03-26,gppbgovph.com/data/files/pr/15961700449795270455f239f3c5d872_20-03-026 NP-Emergency.doc,2020-04-16,gppbgovph.com/data/files/pr/159617004412833100595f239f3c862aa_20-03-026 NP-Emergency.doc,"2,000.00",TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF EXAMINATION TABLE HAMILTON TYPE,"24,000.00",2020-05-07,2020-05-07,gppbgovph.com/data/files/pr/159617004413494642985f239f3cb56ad_20-05-046 NP-Emergency Bayanihan.doc,2020-06-25,gppbgovph.com/data/files/pr/159617004410703551225f239f3cd4010_20-05-046 NP-Emergency Bayanihan.doc,1,TALISAY DISTRICT HOSPITAL
"SUPPLY, LABOR AND INSTALLATION OF GLASS PARTITION AND SLIDING DOOR AT IMCU","72,226.48",2020-06-10,2020-06-11,gppbgovph.com/data/files/pr/159617004511341354755f239f3d0318b_20-06-063 NP-Emergency Bayanihan.doc,2020-06-15,gppbgovph.com/data/files/pr/159617004513059145845f239f3d25305_20-06-063 NP-Emergency Bayanihan.doc,1,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF LAUNDRY SUPPLIES,"279,000.00",2020-05-15,2020-05-18,gppbgovph.com/data/files/pr/15961700454809002535f239f3d4be21_20-05-053 NP-Emergency Bayanihan.doc,2020-06-05,gppbgovph.com/data/files/pr/15961700457604499585f239f3d69e93_20-05-053 NP-Emergency Bayanihan.doc,500,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF 26Â€X74Â€X4Â€ RUBBERIZED FOAM WITH LEATHERETTE COVER,"228,000.00",2020-05-12,2020-05-12,gppbgovph.com/data/files/pr/159617004510734794655f239f3d8c915_20-05-050 NP-Emergency Bayanihan.doc,2020-06-12,gppbgovph.com/data/files/pr/15961700455950088815f239f3da97a3_20-05-050 NP-Emergency Bayanihan.doc,60,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF RADIOLOGY SUPPLIES,"73,000.00",2020-05-11,2020-05-11,gppbgovph.com/data/files/pr/15961700457416681595f239f3dcf3bc_20-05-049 NP-Emergency Bayanihan.doc,2020-06-01,gppbgovph.com/data/files/pr/159617004510985749405f239f3deed9a_20-05-049 NP-Emergency Bayanihan.doc,170,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS MEDICAL EQUIPMENT,"161,500.00",2020-04-07,2020-04-08,gppbgovph.com/data/files/pr/15961700468527549755f239f3e1aa98_20-04-031 NP-Emergency (COVID19).doc,2020-04-08,gppbgovph.com/data/files/pr/15961700468781578795f239f3e3d301_20-04-031 NP-Emergency (COVID19).doc,41,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF RAPID QUANTITATIVE FLUORESCENCE IMMUNOCHROMATOGRAPHIC ASSAY TEST KITS AND CONSUMABLES,"413,750.00",2020-04-22,2020-04-22,gppbgovph.com/data/files/pr/159617004617345508455f239f3e5e0c9_20-04-033 NP-Emergency Bayanihan.doc,2020-05-06,gppbgovph.com/data/files/pr/159617004616564832585f239f3e8a9de_20-04-033 NP-Emergency Bayanihan.doc,500,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF THE FOLLOWING LABORATORY SUPPLY,"120,000.00",2020-04-22,2020-04-22,gppbgovph.com/data/files/pr/159617004620970055385f239f3ea9ece_20-04-034 NP-Emergency Bayanihan.doc,2020-05-06,gppbgovph.com/data/files/pr/159617004619362323215f239f3ed40d6_20-04-034 NP-Emergency Bayanihan.doc,8,TALISAY DISTRICT HOSPITAL
SUPPY AND DELIVERY OF BAG VALVE,"850,000.00",2020-04-29,2020-04-29,gppbgovph.com/data/files/pr/15961700461323062315f239f3ef3f63_20-04-041 NP-Emergency Bayanihan.doc,2020-05-20,gppbgovph.com/data/files/pr/15961700475376479765f239f3f1df87_20-04-041 NP-Emergency Bayanihan.doc,500,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF REAGENTS WITH FREE USE OF ONE FULLY AUTOMATED HEMATOLOGY ANALYZER FOR CBC WITH DIFFERENTIAL COUNT FOR THE DURATION OF THE COVID-19 PANDEMIC,"400,000.00",2020-05-05,2020-05-06,gppbgovph.com/data/files/pr/159617004721466123985f239f3f41e1c_20-05-045 NP-Emergency Bayanihan.doc,2020-05-27,gppbgovph.com/data/files/pr/159617004710506940975f239f3f5e83d_20-05-045 NP-Emergency Bayanihan.doc,1,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS DRUGS AND MEDICINES,"72,947.00",2020-05-08,2020-05-08,gppbgovph.com/data/files/pr/15961700477083632305f239f3f7efe1_20-05-047 NP-Emergency Bayanihan.doc,2020-05-29,gppbgovph.com/data/files/pr/15961700478857768615f239f3f9d1de_20-05-047 NP-Emergency Bayanihan.doc,"1,550.00",TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS DRUGS AND MEDICINES,"456,233.50",2020-05-08,2020-05-08,gppbgovph.com/data/files/pr/159617004712945678115f239f3fcbd20_20-05-048 NP-Emergency Bayanihan.doc,2020-05-29,gppbgovph.com/data/files/pr/159617004710522569775f239f3fe9b7b_20-05-048 NP-Emergency Bayanihan.doc,200,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF CLOSED SUCTION TUBING,"96,000.00",2020-05-14,2020-05-14,gppbgovph.com/data/files/pr/1596170048105995765f239f4030640_20-05-051 NP-Emergency Bayanihan.doc,2020-06-04,gppbgovph.com/data/files/pr/159617004816350506945f239f405146e_20-05-051 NP-Emergency Bayanihan.doc,60,TALISAY DISTRICT HOSPITAL
"SUPPLY AND DELIVERY OF VARIOUS HOSPITAL FIXTURES, VARIOUS TRANSPORT FIXTURES","2,960,000.00",2020-05-15,2020-05-18,gppbgovph.com/data/files/pr/15961700482430612435f239f4071dc4_20-05-052 NP-Emergency Bayanihan.doc,2020-07-03,gppbgovph.com/data/files/pr/159617004812402865345f239f4099103_20-05-052 NP-Emergency Bayanihan.doc,41,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF MAINTENANCE SUPPLIES,"26,811.42",2020-05-21,2020-05-22,gppbgovph.com/data/files/pr/15961700486460983215f239f40ba8d9_20-05-054 NP-Emergency Bayanihan.doc,2020-05-29,gppbgovph.com/data/files/pr/15961700484411908275f239f40da89b_20-05-054 NP-Emergency Bayanihan.doc,42,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF MAINTENANCE SUPPLIES,"43,715.00",2020-05-26,2020-05-26,gppbgovph.com/data/files/pr/15961700497269545495f239f410e101_20-05-056 NP-Emergency Bayanihan.doc,2020-06-16,gppbgovph.com/data/files/pr/159617004913910773515f239f4135799_20-05-056 NP-Emergency Bayanihan.doc,50,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS DRUGS AND MEDICINES,"361,890.00",2020-06-10,2020-06-11,gppbgovph.com/data/files/pr/1596170049669367715f239f41649de_20-06-060 NP-Emergency Bayanihan.doc,2020-07-02,gppbgovph.com/data/files/pr/15961700493838869755f239f417f483_20-06-060 NP-Emergency Bayanihan.doc,"4,500.00",TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS DRUGS AND MEDICINES,"1,758,189.00",2020-06-10,2020-06-11,gppbgovph.com/data/files/pr/15961700498009680065f239f41a1b60_20-06-061 NP-Emergency Bayanihan.doc,2020-07-01,gppbgovph.com/data/files/pr/15961700495527967345f239f41c17df_20-06-061 NP-Emergency Bayanihan.doc,1,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS DRUGS AND MEDICINES,"84,566.37",2020-06-10,2020-06-11,gppbgovph.com/data/files/pr/1596170049901291835f239f41f35a7_20-06-062 NP-Emergency Bayanihan.doc,2020-06-24,gppbgovph.com/data/files/pr/159617005019980801705f239f4232d6d_20-06-062 NP-Emergency Bayanihan.doc,1,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS DRUGS AND MEDICINES,"344,185.00",2020-06-17,2020-06-18,gppbgovph.com/data/files/pr/15961700503880360435f239f4257aa0_20-06-068 NP-Emergency Bayanihan.doc,2020-07-09,gppbgovph.com/data/files/pr/15961700502651720865f239f427a1c7_20-06-068 NP-Emergency Bayanihan.doc,500,TALISAY DISTRICT HOSPITAL
EMERGENCY PURCHASE OF RDT KITS,"130,000.00",2020-07-30,2020-07-30,gppbgovph.com/data/files/pr/159642382321272589095f277e8fe3442_PR_Emergency Purchase Of 200 RDT Kits.jpeg,2020-07-30,gppbgovph.com/data/files/pr/15964238243083969725f277e90204f4_RFQ_200 RDT Kits.pdf,200,LGU MALALAG
EMERGENCY PROCUREMENT FOR THE SUPPLY AND DELIVERY OF COVID-19 REQUIREMENTS FOR EMERGENCY KART - LOT 2,"11,617,000.00",2020-05-22,2020-06-02,gppbgovph.com/data/files/pr/159650353614609569535f28b5f081185_PCG-20-05-0028.pdf,2020-05-22,gppbgovph.com/data/files/pr/15965035362621212595f28b5f0d3eab_PCG-20-05-0028.pdf,"11,617.00",PHILIPPINE COAST GUARD
EMERGENCY PURCHASE OF FOOD SUPPLIES FOR USE AS FOOD ALLOWANCE AND ASSISTANCE TO FRONTLINERS DIRECTLY INVOLVED IN THECOVID19RESPONSEPROG,"240,000.00",2020-08-06,2020-08-10,gppbgovph.com/data/files/pr/15966042307292933505f2a3f468b301_PR_Emergency Purchase Of Food Supplies For Frontliners.jpeg,2020-08-10,gppbgovph.com/data/files/pr/15966042308492556785f2a3f46b9b2c_RFQ_Emergency Purchase Of Food Supplies For Use As Food Allowance And Assistance To Frontliners Dire,"1,300.00",LGU MALALAG
